gotu	covered_length	total_length	coverage_ratio	strain
G000990355	593	1102395	0.0005379197111743068	Candidatus Magasanikbacteria bacterium GW2011_GWC2_37_14 ASM99035v1
G000341695	593	1452335	0.000408308000564608	Dehalococcoides mccartyi BTF08
G001777815	592	653542	0.0009058331369674788	Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_48_8 ASM177781v1
G000739475	591	992695	0.0005953490246248848	Borreliella valaisiana Tom4006
G001302985	590	543780	0.0010849976093273014	Parcubacteria bacterium DG_74_3 ASM130298v1
G000989525	590	987212	0.0005976426542627115	candidate division TM6 bacterium GW2011_GWF2_32_72 ASM98952v1
G001437675	589	1450272	0.0004061307120319499	SAR86 cluster bacterium BACL1 MAG-120920-bin57 isolate BACL2 MAG-120920-bin57
G001800795	589	1588817	0.0003707160736573186	Euryarchaeota archaeon RBG_16_68_13 ASM180079v1
G001829425	589	1474773	0.0003993834983417787	Spirochaetes bacterium GWF2_52_7 ASM182942v1
G001771275	589	790931	0.0007446920148533817	candidate division Kazan bacterium RIFCSPLOWO2_01_FULL_48_13 ASM177127v1
G000424145	589	5126371	0.00011489609316219992	Butyrivibrio sp. AC2005 ASM42414v1
G001790455	588	661502	0.0008888862014022633	Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_02_FULL_47_12 ASM179045v1
G000008545	588	1860725	0.00031600585793172014	Thermotoga maritima MSB8 ASM854v1
G001780705	588	758746	0.0007749628993101776	Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_02_FULL_45_14 ASM178070v1
G001563885	587	2006211	0.00029259135753916215	Natrialbaceae archaeon B1-Br10_E2g27 ASM156388v1
G001790035	587	919362	0.0006384862545982975	Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_12_FULL_40_12 ASM179003v1
G000998315	587	543986	0.0010790718878794675	Candidatus Azambacteria bacterium GW2011_GWB1_42_17 ASM99831v1
G001788875	586	1028294	0.0005698759304245673	Candidatus Peregrinibacteria bacterium RIFOXYC2_FULL_41_22 ASM178887v1
G001536045	586	1529056	0.00038324299437038275	Candidatus Kryptonium thompsoni JGI-16
G001189105	586	631749	0.0009275835814540268	Parcubacteria bacterium C7867-002 ASM118910v1
G000433415	586	2282282	0.0002567605580730164	Clostridium sp. CAG:448 MGS448
G001788125	585	866826	0.0006748759266565609	Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_12_FULL_40_130 ASM178812v1
G001513335	584	2096883	0.00027850862446784105	Clostridiales bacterium DTU086 ASM151333v1
G001000625	583	872515	0.0006681833550139539	Candidatus Collierbacteria bacterium GW2011_GWC2_44_13 ASM100062v1
G000992135	583	629842	0.0009256289672648061	Parcubacteria group bacterium GW2011_GWE2_37_8 ASM99213v1
G001780695	583	784961	0.0007427120583060814	Candidatus Giovannonibacteria bacterium RIFCSPLOWO2_01_FULL_45_34 ASM178069v1
G001004835	583	1056486	0.0005518293664090201	Candidatus Peregrinibacteria bacterium GW2011_GWA2_54_9 ASM100483v1
G001804055	583	1790555	0.0003255973706476484	Omnitrophica bacterium RIFCSPHIGHO2_02_FULL_46_11 ASM180405v1
G000998395	583	544781	0.0010701547961474427	Candidatus Azambacteria bacterium GW2011_GWA1_42_19 ASM99839v1
G001795155	582	2168217	0.0002684233174078056	Chloroflexi bacterium RBG_16_56_8 ASM179515v1
G001873755	582	1443902	0.000403074446880744	Candidatus Wirthbacteria bacterium CG2_30_54_11 ASM187375v1
G000415965	581	3475501	0.0001671701432397804	Haloquadratum walsbyi J07HQW1
G000745455	581	2172469	0.00026743764813214825	Mesoaciditoga lauensis cd-1655R = DSM 25116
G000991385	581	1066294	0.00054487786670468	candidate division TM6 bacterium GW2011_GWF2_36_131 ASM99138v1
G000741845	581	1428745	0.0004066505919530777	Dehalococcoides mccartyi SG1
G001007085	580	1228576	0.0004720912666371474	Chlamydia pneumoniae isolate Wien3
G000433115	580	1946302	0.0002980010296449369	Ruminococcus sp. CAG:382 MGS382
G001800315	580	2413529	0.000240312007852402	Elusimicrobia bacterium RIFOXYA2_FULL_47_53 ASM180031v1
G001767735	579	1245124	0.0004650139263238039	Actinobacteria bacterium RBG_19FT_COMBO_36_27 ASM176773v1
G000025605	579	1500577	0.0003858515757605241	Thermocrinis albus DSM 14484
G001785815	579	487362	0.0011880286111760868	Candidatus Nomurabacteria bacterium RIFCSPLOWO2_01_FULL_40_15 ASM178581v1
G001794015	578	707814	0.0008165987109607891	Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_39_8b ASM179401v1
G000501235	578	1242323	0.00046525742500138853	Borrelia garinii IPT134
G000995915	577	1025655	0.0005625673350200603	Candidatus Uhrbacteria bacterium GW2011_GWF2_44_350 ASM99591v1
G000989255	577	1082737	0.0005329087303749664	candidate division TM6 bacterium GW2011_GWE2_31_21 ASM98925v1
G001000105	577	683696	0.000843942336945075	Parcubacteria group bacterium GW2011_GWB1_43_8b ASM100010v1
G001784315	575	958676	0.0005997855375538763	Candidatus Magasanikbacteria bacterium RIFCSPLOWO2_12_FULL_34_7 ASM178431v1
G900142245	575	4060624	0.00014160385201880302	Clostridium caminithermale DSM 15212
G001443005	574	1815427	0.0003161790587007905	bacterium GBS-1 ASM144300v1
G001509345	574	1882878	0.00030485246521548396	Clostridiales bacterium 38_11 ASM150934v1
G001796765	573	2818119	0.0002033271128720966	Chloroflexi bacterium RBG_16_50_9 ASM179676v1
G001822865	573	699607	0.0008190312561195071	Candidatus Terrybacteria bacterium RIFCSPHIGHO2_02_FULL_43_14 ASM182286v1
G001303065	573	2741304	0.00020902461018551755	Gammaproteobacteria bacterium SG8_15 ASM130306v1
G001798315	572	1870700	0.00030576789437109105	Deltaproteobacteria bacterium RIFCSPLOWO2_01_FULL_38_9 ASM179831v1
G000996355	572	1066372	0.0005363981799972243	Candidatus Uhrbacteria bacterium GW2011_GWC2_41_11 ASM99635v1
G001792375	571	1135353	0.0005029272834087724	Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_40_22 ASM179237v1
G001797695	571	2591217	0.0002203597768924795	Deltaproteobacteria bacterium RBG_13_49_15 ASM179769v1
G001007025	569	1228125	0.00046330788804071246	Chlamydia pneumoniae isolate Wien1
G000317995	569	1178564	0.0004827909218336891	Chlamydia psittaci 01DC12
G001793165	569	1032589	0.0005510420893501674	Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_42_67 ASM179316v1
G001516655	569	1760081	0.0003232805762916593	Thermoproteus sp. JCHS_4 ASM151665v1
G001512545	569	2204711	0.00025808371255915175	Clostridia bacterium DTU065 ASM151254v1
G001604065	569	1439312	0.0003953277677112398	Clostridiales bacterium Firm_09 ASM160406v1
G001604005	568	1659020	0.0003423707972176345	Clostridiales bacterium Firm_07 ASM160400v1
G000998905	568	687679	0.0008259667664709843	Parcubacteria group bacterium GW2011_GWC1_43_11b ASM99890v1
G001768535	567	6061027	9.35485025887527e-05	Bacteroidetes bacterium GWE2_42_39 ASM176853v1
G000433915	567	1261691	0.0004493968808527603	Clostridium sp. CAG:793 MGS793
G000309485	567	583806	0.0009712130399482019	Milkweed yellows phytoplasma str. MW1
G001629435	566	1426259	0.00039684236874228313	Gammaproteobacteria bacterium REDSEA-S27_B14 ASM162943v1
G001797185	566	3234968	0.00017496309082500972	Clostridiales bacterium GWB2_37_7 ASM179718v1
G000025025	565	1413462	0.00039972776063311216	Dehalococcoides mccartyi VS
G000996695	565	940304	0.0006008695060320917	candidate division TM6 bacterium GW2011_GWE2_41_16 ASM99669v1
G000997825	564	689365	0.000818144234186534	Parcubacteria group bacterium GW2011_GWC1_42_11 ASM99782v1
G001794985	564	1480800	0.00038087520259319285	Chloroflexi bacterium RBG_13_46_9 ASM179498v1
G000817085	563	1682797	0.0003345620416485173	marine actinobacterium MedAcidi-G1 ASM81708v1
G001004445	563	711474	0.0007913149320987134	candidate division Kazan bacterium GW2011_GWB1_52_7 ASM100444v1
G001796415	563	1678903	0.00033533801535883846	Chloroflexi bacterium RBG_13_46_14 ASM179641v1
G000995965	562	1141452	0.0004923553509039364	Candidatus Moranbacteria bacterium GW2011_GWC2_40_12 ASM99596v1
G000022385	562	2736272	0.00020538893794184204	Sulfolobus islandicus L.S.2.15
G001007065	562	1228579	0.0004574390413640474	Chlamydia pneumoniae isolate CWL011
G001516665	561	1471624	0.000381211505112719	Thermoproteus sp. CIS_19 ASM151666v1
G000245135	561	2635815	0.00021283739564423147	Sulfolobus islandicus M.16.13
G000997055	561	771743	0.0007269259325967324	Candidatus Uhrbacteria bacterium GW2011_GWB2_41_36 ASM99705v1
G001796755	560	1740281	0.00032178711369026036	Chloroflexi bacterium RBG_16_50_11 ASM179675v1
G001508355	560	1629409	0.00034368289361357403	Marinimicrobia bacterium 46_47 ASM150835v1
G001001555	559	813806	0.0006868958941074408	Candidatus Amesbacteria bacterium GW2011_GWC2_45_19 ASM100155v1
G001782045	559	798884	0.0006997261179345186	Candidatus Levybacteria bacterium RIFCSPHIGHO2_01_FULL_36_15b ASM178204v1
G900111035	559	3432581	0.00016285121895157027	Treponema bryantii B25
G001179925	559	1010421	0.0005532347407664726	Candidatus Pelagibacter ubique SCGC AAA795-D22
G001796835	558	2164037	0.00025785141381593754	Chloroflexi bacterium RBG_16_52_11 ASM179683v1
G001817215	558	608236	0.000917407059102059	Candidatus Brennerbacteria bacterium RIFOXYC1_FULL_41_11 ASM181721v1
G000172515	558	1153875	0.00048358791030224244	Anaplasma marginale str. Virginia
G001438485	558	1029940	0.0005417791327650154	SAR86 cluster bacterium BACL1 MAG-120828-bin5 ASM143848v1
G000017945	558	1297538	0.00043004520869523665	Ignicoccus hospitalis KIN4/I
G000245195	557	2608312	0.0002135480724698579	Sulfolobus islandicus M.16.30
G001819635	557	740603	0.0007520898511078135	Candidatus Portnoybacteria bacterium RIFCSPLOWO2_02_FULL_39_11 ASM181963v1
G000433995	557	1489376	0.00037398212405732336	Firmicutes bacterium CAG:313 MGS313
G001824135	556	484814	0.001146831568395302	Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_39_14 ASM182413v1
G001769805	556	3734646	0.00014887622548428954	Bdellovibrionales bacterium GWA1_52_35 ASM176980v1
G001792535	556	1077170	0.0005161673644828578	Candidatus Woesebacteria bacterium RIFCSPHIGHO2_02_FULL_42_20 ASM179253v1
G001968985	555	1607407	0.00034527658520835106	Desulfurobacterium indicum K6013
G001443565	555	3046979	0.0001821476288481148	Acidimicrobiaceae bacterium RAAP-3 ASM144356v1
G001784275	554	870492	0.0006364217017502745	Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_47_14 ASM178427v1
G000347015	554	4289160	0.00012916281975957995	Leptospira kirschneri str. MMD1493
G001940995	554	2079672	0.00026638816121003696	Ruminococcus sp. Phil15 ASM194099v1
G001820395	554	743406	0.0007452186288515293	Candidatus Staskawiczbacteria bacterium RIFOXYB2_FULL_37_10 ASM182039v1
G001512745	553	1612734	0.00034289597664586966	Clostridiales bacterium DTU032 ASM151274v1
G001805205	553	2053697	0.00026927049121657187	Nitrospirae bacterium RIFCSPLOW2_12_42_9 ASM180520v1
G001805295	552	1676393	0.0003292783971300286	Nitrospirae bacterium RIFOXYC2_FULL_44_7 ASM180529v1
G000447755	551	3650096	0.00015095493378804284	Bacteriovorax sp. BSW11_IV Hybrid Newbler filtered
G001788295	551	900803	0.0006116764708820907	Candidatus Roizmanbacteria bacterium RIFOXYC1_FULL_41_16 ASM178829v1
G001772265	550	656967	0.0008371805585364257	candidate division Kazan bacterium RIFCSPHIGHO2_01_FULL_49_10 ASM177226v1
G001001005	550	899933	0.0006111566083252865	Candidatus Amesbacteria bacterium GW2011_GWA1_47_16 ASM100100v1
G001701115	550	2392164	0.00022991734680398167	Bacteroidales bacterium GP2 ASM170111v1
G001788375	549	850038	0.000645853479491505	Candidatus Roizmanbacteria bacterium RIFOXYD1_FULL_41_24 ASM178837v1
G001794295	549	706893	0.0007766380484740972	Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_39_10 ASM179429v1
G000433015	549	1456180	0.00037701383070774217	Firmicutes bacterium CAG:631 MGS631
G001787945	549	874030	0.0006281248927382355	Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_24 ASM178794v1
G000024305	549	2748647	0.00019973463307583695	Sulfolobus islandicus L.D.8.5
G001508795	548	1972267	0.0002778528464959359	Thermotoga sp. 50_64 ASM150879v1
G001780235	548	653370	0.0008387284387100723	Candidatus Falkowbacteria bacterium RIFCSPLOWO2_12_FULL_45_10 ASM178023v1
G001778595	547	853445	0.0006409317530713754	Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_02_FULL_44_11 ASM177859v1
G001003245	547	661848	0.0008264737522814907	Candidatus Amesbacteria bacterium GW2011_GWC2_47_8 ASM100324v1
G000998975	547	654613	0.0008356082143189946	Parcubacteria group bacterium GW2011_GWE2_43_12 ASM99897v1
G000011165	547	1226565	0.00044596087447465075	Chlamydophila pneumoniae J138
G001920835	547	1055261	0.0005183551746913797	Acidobacteria bacterium 13_1_20CM_2_57_8 ASM192083v1
G001784395	547	829198	0.0006596735640944624	Candidatus Magasanikbacteria bacterium RIFOXYB2_FULL_40_13 ASM178439v1
G000585495	547	1976356	0.0002767719985670598	Thermococcus nautili 30-1
G001804205	547	1843590	0.0002967037139494139	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10b ASM180420v1
G001789965	547	925264	0.0005911826246346989	Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_40_13 ASM178996v1
G001750925	546	3128497	0.00017452469987984644	Desulfobulbaceae bacterium S3730MH12 ASM175092v1
G000298535	546	1175702	0.0004644033947377822	Chlamydia psittaci CP3 ASM29853v2
G001829415	546	3543039	0.00015410499291709743	Spirochaetes bacterium GWF1_51_8 ASM182941v1
G001772255	545	625726	0.0008709882600371409	candidate division Kazan bacterium RBG_13_50_9 ASM177225v1
G001896705	545	2034069	0.0002679358468173892	Coprothermobacter sp. EBM-25 ASM189670v1
G001603405	544	2192979	0.00024806439094948013	Bacteroidales bacterium Bact_06 ASM160340v1
G000966265	544	2206431	0.000246552010917178	Palaeococcus ferrophilus DSM 13482
G000020785	544	1559514	0.00034882662162699407	Hydrogenobaculum sp. Y04AAS1 ASM2078v1
G001714685	544	4291352	0.0001267665761279895	Methanosarcina sp. Ant1 ASM171468v2
G000008385	544	1080084	0.0005036645297958307	Wolbachia endosymbiont strain TRS of Brugia malayi
G001508855	543	1774841	0.00030594289854696846	Thermoanaerobacterales bacterium 50_218 ASM150885v1
G001830645	543	3426446	0.0001584732402028224	Spirochaetes bacterium RIFOXYC1_FULL_54_7 ASM183064v1
G900114545	543	2991186	0.00018153334496751457	Halanaerobium salsuginis ATCC 51327
G000022465	542	2702058	0.00020058784822531568	Sulfolobus islandicus Y.G.57.14
G001872435	541	692593	0.0007811225351685622	Parcubacteria group bacterium CG1_02_41_12 ASM187243v1
G001889305	541	1521287	0.00035561994548037287	Dehalococcoides mccartyi CG3
G001819135	541	755293	0.0007162783184803778	Candidatus Lloydbacteria bacterium RIFOXYC12_FULL_46_25 ASM181913v1
G000012545	540	1767403	0.0003055330334960391	Methanosphaera stadtmanae DSM 3091
G000018945	539	1884562	0.0002860081016172458	Thermotoga neapolitana DSM 4359
G000007205	539	1225935	0.00043966441940233376	Chlamydophila pneumoniae TW-183
G001439215	538	2086531	0.00025784424003285836	Polaribacter sp. BACL8 MAG-120531-bin13 ASM143921v1
G001784965	538	839866	0.0006405783779793444	Candidatus Moranbacteria bacterium RIFOXYC12_FULL_36_13 ASM178496v1
G900114195	537	3126950	0.00017173283870864582	Succinivibrio dextrinosolvens 22B
G001822815	537	827286	0.0006491104648211138	Candidatus Terrybacteria bacterium RIFCSPHIGHO2_01_FULL_43_35 ASM182281v1
G000993595	537	1324263	0.00040550857344802356	Candidatus Peregrinibacteria bacterium GW2011_GWC2_39_14 ASM99359v1
G000214725	536	2546541	0.00021048159051827557	Methanobacterium paludis SWAN1
G000970285	536	5018607	0.00010680254500900349	Methanosarcina horonobensis HB-1 = JCM 15518 HB-1
G001438395	535	1080997	0.0004949134918968322	Actinobacteria bacterium BACL4 MAG-120920-bin74 isolate BACL14 MAG-120920-bin74
G001795335	535	2529843	0.00021147557378066545	Chloroflexi bacterium RBG_19FT_COMBO_55_16 ASM179533v1
G000022425	535	2692402	0.00019870732528054873	Sulfolobus islandicus M.16.27
G001805605	535	764338	0.0006999521154253747	Omnitrophica WOR_2 bacterium RIFCSPHIGHO2_02_FULL_46_37 ASM180560v1
G000956315	535	922280	0.0005800841393069349	Borrelia hermsii CC1
G001772955	535	532308	0.001005057222510276	candidate division WWE3 bacterium RIFCSPLOWO2_01_FULL_53_14 ASM177295v1
G001819495	534	761679	0.0007010827395792715	Candidatus Portnoybacteria bacterium RBG_19FT_COMBO_36_7 ASM181949v1
G000999715	534	878791	0.0006076530141979151	Candidatus Falkowbacteria bacterium GW2011_GWF2_43_32 ASM99971v1
G001816795	534	816703	0.0006538484614357973	Candidatus Woykebacteria bacterium RIFCSPHIGHO2_02_FULL_43_16b ASM181679v1
G001819295	534	524341	0.001018421218253007	Candidatus Nealsonbacteria bacterium RIFCSPHIGHO2_02_FULL_43_13 ASM181929v1
G000008745	534	1230230	0.0004340651748047113	Chlamydophila pneumoniae CWL029
G001768435	534	2516444	0.00021220420561713274	Bacteroidetes bacterium GWE2_39_28 ASM176843v1
G000327485	533	2820858	0.00018894960327673352	Methanoregula formicica SMSP
G001918935	532	2865787	0.00018563836042245988	Acidobacteriales bacterium 13_1_40CM_3_55_5 ASM191893v1
G001563955	532	1463447	0.00036352529336559507	Natrialbaceae archaeon PL-Br10_E2g26 ASM156395v1
G001564205	531	1480846	0.00035857881238157105	Nanohaloarchaea archaeon PL-Br10_U2g5 ASM156420v1
G001791505	531	898202	0.0005911810483610591	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_02_FULL_53_10 ASM179150v1
G001801405	531	1477790	0.00035932033644834515	Gammaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_42_13 ASM180140v1
G001798475	530	1585218	0.0003343388732653805	Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_38_8 ASM179847v1
G001786255	530	749402	0.0007072305651706294	Candidatus Nomurabacteria bacterium RIFOXYB1_FULL_36_10 ASM178625v1
G001873845	530	1660967	0.0003190912281821373	Candidatus Altiarchaeum sp. CG2_30_32_3053 ASM187384v1
G001793255	529	1074938	0.0004921214060717921	Candidatus Woesebacteria bacterium RIFCSPLOWO2_02_FULL_42_10 ASM179325v1
G001871685	529	1793524	0.00029495005363741996	Nitrospirae bacterium CG1_02_44_142 ASM187168v1
G000235685	528	2052856	0.00025720264840787665	Methanolinea tarda NOBI-1
G000991965	528	1109710	0.000475799983779546	candidate division TM6 bacterium GW2011_GWA2_36_9 ASM99196v1
G000189555	528	2522992	0.00020927533658449967	Sulfolobus islandicus REY15A
G000445205	528	1895942	0.00027848953185276765	Desulfonauticus sp. A7A Desulfonauticus sp.
G001603035	527	1677742	0.00031411265856132826	Clostridiales bacterium Firm_13 ASM160303v1
G001717005	527	1428061	0.00036903185508182075	Candidatus Methanomethylicus mesodigestum isolate V1
G000434675	527	1490061	0.0003536767957821861	Faecalibacterium sp. CAG:1138 MGS1138
G001792155	526	1018413	0.0005164898719871015	Candidatus Woesebacteria bacterium RBG_19FT_COMBO_42_9 ASM179215v1
G002010535	526	2975652	0.0001767679822774975	Thermoanaerobacterales bacterium JdFR-68 ASM201053v1
G001800205	526	1730183	0.0003040140840593163	Elusimicrobia bacterium RIFOXYA1_FULL_47_7 ASM180020v1
G000996525	526	793278	0.0006630714579252166	Candidatus Uhrbacteria bacterium GW2011_GWD2_41_121 ASM99652v1
G000499365	526	1407418	0.0003737340292649376	Dehalococcoides mccartyi GY50
G001782395	525	704736	0.0007449598147391364	Candidatus Levybacteria bacterium RIFCSPHIGHO2_12_FULL_40_44 ASM178239v1
G001512555	525	2152700	0.0002438797788823338	Clostridiaceae bacterium DTU059 ASM151255v1
G001803715	525	1405470	0.00037354052381054025	Nitrospirae bacterium GWD2_44_7 ASM180371v1
G001871865	524	924845	0.0005665814271580644	Candidatus Omnitrophica bacterium CG1_02_41_171 ASM187186v1
G000989195	524	1113702	0.0004705028813811953	candidate division TM6 bacterium GW2011_GWF2_30_66 ASM98919v1
G001002325	524	998151	0.0005249706707702542	Candidatus Amesbacteria bacterium GW2011_GWB1_47_19 ASM100232v1
G001603115	523	2319249	0.00022550403169301788	Spirochaetales bacterium Spiro_05 ASM160311v1
G001778235	522	1088258	0.00047966566751634265	Candidatus Falkowbacteria bacterium RIFOXYC2_FULL_36_12 ASM177823v1
G001790075	522	920933	0.0005668164785060368	Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_41_12 ASM179007v1
G001793095	522	1126128	0.0004635352286773795	Candidatus Woesebacteria bacterium RIFCSPLOWO2_01_FULL_39_23 ASM179309v1
G001791335	521	663148	0.0007856466429816572	Candidatus Uhrbacteria bacterium RIFCSPLOWO2_01_FULL_53_9 ASM179133v1
G000817095	521	1374394	0.00037907616011129266	marine actinobacterium MedAcidi-G2A ASM81709v1
G001822935	521	966660	0.0005389692342705812	Candidatus Terrybacteria bacterium RIFCSPLOWO2_01_FULL_48_14 ASM182293v1
G000687795	521	1325910	0.00039293768053638635	Mycoplasma testudinis ATCC 43263
G001777775	521	797185	0.0006535496779292134	Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_42_9 ASM177777v1
G000991295	520	830276	0.0006262977612263874	Parcubacteria group bacterium GW2011_GWA1_36_12 ASM99129v1
G001437855	520	1127841	0.00046105789734545913	Actinobacteria bacterium BACL4 MAG-120820-bin23 ASM143785v1
G001792935	520	1074609	0.0004838969336754112	Candidatus Woesebacteria bacterium RIFCSPHIGHO2_12_FULL_41_24 ASM179293v1
G001816475	520	958425	0.0005425567989148864	Candidatus Blackburnbacteria bacterium RIFCSPLOWO2_01_FULL_40_20 ASM181647v1
G001438125	520	1915951	0.0002714056883500674	Cryomorphaceae bacterium BACL21 MAG-121220-bin10 ASM143812v1
G001801635	519	1457137	0.00035617790228372484	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_43_28 ASM180163v1
G001803225	519	5164209	0.00010049941820712524	Lentisphaerae bacterium GWF2_44_16 ASM180322v1
G000245175	519	2601131	0.0001995285896788743	Sulfolobus islandicus M.16.23
G001779915	517	555565	0.0009305841800689389	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_45_18 ASM177991v1
G000501895	517	1094278	0.0004724576387353122	Borrelia garinii IPT130
G000245275	517	2637559	0.0001960145725650118	Sulfolobus islandicus M.16.47
G001655195	517	3005869	0.0001719968501621328	Arcobacter sp. EP1 ASM165519v1
G000376165	516	1054487	0.0004893374693097212	gamma proteobacterium SCGC AB-629-K02 ASM37616v1
G000252785	516	1566160	0.0003294682535628544	Candidatus Arthromitus sp. SFB-mouse-SU ASM25278v2
G001787455	516	863781	0.0005973736398462111	Candidatus Peregrinibacteria bacterium RIFCSPLOWO2_01_FULL_39_12 ASM178745v1
G001779735	515	874849	0.0005886730167148845	Candidatus Daviesbacteria bacterium RIFCSPLOWO2_02_FULL_38_15 ASM177973v1
G001002185	515	735804	0.0006999146511842828	Candidatus Saccharibacteria bacterium GW2011_GWA2_46_10 ASM100218v1
G001401465	515	1171301	0.0004396820287867935	Chlamydia psittaci DD34
G001817635	514	507262	0.0010132830765955266	Candidatus Colwellbacteria bacterium GWA2_46_10 ASM181763v1
G001029795	513	602646	0.0008512460051174321	candidate division Kazan bacterium GW2011_GWA1_50_15 ASM102979v1
G000830925	513	1486678	0.0003450646340364221	Dehalococcoides mccartyi CG1
G000991285	512	670169	0.000763986397460939	Candidatus Nomurabacteria bacterium GW2011_GWE2_36_115 ASM99128v1
G000193375	512	1936063	0.00026445420422785827	Thermoproteus uzoniensis 768-20
G001916755	512	1154130	0.00044362420177969554	Firmicutes bacterium CAG:272_52_7 ASM191675v1
G000378005	512	1424377	0.0003594553969911056	Coprothermobacter platensis DSM 11748
G000025585	512	1360154	0.0003764279633041553	Dehalococcoides mccartyi GT
G000025105	512	1809823	0.00028290059304141897	Thermotoga naphthophila RKU-10
G001796785	511	2262251	0.0002258812130042157	Chloroflexi bacterium RBG_16_51_16 ASM179678v1
G000568775	511	1377933	0.0003708453168622858	Borrelia hermsii YBT
G000723185	511	1636125	0.00031232332492932995	Thaumarchaeota archaeon N4 APF_1883_PRJEB4650
G000508025	510	1106034	0.00046110698224466877	Chlamydia pecorum IPTaLE
G001604165	509	1558345	0.00032662857069519263	Clostridiales bacterium Firm_15 ASM160416v1
G001778455	509	1955059	0.00026035019915000005	Candidatus Fraserbacteria bacterium RBG_16_55_9 ASM177845v1
G001817175	509	1002649	0.0005076552213187267	Candidatus Andersenbacteria bacterium RIFCSPLOWO2_12_FULL_45_8 ASM181717v1
G000251105	509	2378438	0.00021400599889507315	Methanocella conradii HZ254
G000433455	508	1408829	0.0003605831509714806	Mycoplasma sp. CAG:877 MGS877
G001919435	508	1107721	0.0004585992321171125	Acidobacteria bacterium 13_1_40CM_2_56_5 ASM191943v1
G001816455	508	840956	0.0006040744105518006	Candidatus Blackburnbacteria bacterium RIFCSPHIGHO2_12_FULL_44_25 ASM181645v1
G001795115	508	3981635	0.00012758577820417994	Chloroflexi bacterium RBG_16_48_8 ASM179511v1
G001919845	508	1379563	0.00036823254900283643	Ktedonobacter sp. 13_1_20CM_4_53_7 ASM191984v1
G000015805	507	2009313	0.0002523250484120692	Pyrobaculum calidifontis JCM 11548
G000245235	507	2589840	0.00019576498934297098	Sulfolobus islandicus M.16.43
G000714705	505	1176739	0.00042915208895090586	Borreliella garinii 935
G000970145	505	5427890	9.303799450615249e-05	Methanosarcina siciliae C2J
G001801665	505	1307828	0.00038613640325792074	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_45_12 ASM180166v1
G001803415	505	1369768	0.000368675571337628	Microgenomates group bacterium RBG_16_45_19 ASM180341v1
G000500975	504	1006227	0.000500881013926281	Borrelia garinii IPT90
G001802215	504	2302958	0.00021884897596916662	Ignavibacteria bacterium GWA2_54_16 ASM180221v1
G000245155	504	2680985	0.00018799060792954828	Sulfolobus islandicus M.16.22
G000501275	503	1106750	0.0004544838491077479	Borrelia garinii IPT140
G001629415	503	2483502	0.00020253657939474178	Gammaproteobacteria bacterium REDSEA-S14_B7 ASM162941v1
G001790785	503	2625290	0.00019159788061509395	Candidatus Schekmanbacteria bacterium RIFCSPHIGHO2_02_FULL_38_11 ASM179078v1
G001781845	503	601349	0.0008364527088263222	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_12_FULL_50_28 ASM178184v1
G001316145	502	2415892	0.00020779074561280057	Vulcanisaeta distributa JCM 11215
G001873795	502	2310158	0.0002173011542933427	Zetaproteobacteria bacterium CG2_30_46_52 ASM187379v1
G001516025	501	3487867	0.00014364079822997837	bacterium BRH_c32 ASM151602v1
G001007145	501	1228126	0.0004079385991339651	Chlamydia pneumoniae isolate PB2
G000245255	500	2694762	0.00018554514276214375	Sulfolobus islandicus M.16.46
G001824325	500	1012319	0.0004939154555036506	Parcubacteria group bacterium RIFCSPHIGHO2_01_FULL_47_10b ASM182432v1
G000501735	499	1238446	0.00040292430998202587	Borrelia garinii IPT108
G001816835	499	806729	0.0006185472444897853	Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_43_14 ASM181683v1
G001822005	498	560134	0.0008890729718245991	Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_02_FULL_39_8 ASM182200v1
G001627375	498	2070881	0.00024047736205025784	Rhodobacteraceae bacterium REDSEA-S02_B3 ASM162737v1
